,date,exact_matches,mean_hmm_cost,median_hmm_cost,rejected,scorpio,total,total_hmm_cost,inserted
1640,2021-03-30,3,1.5,0.0,0,Zeta (P.2-like),4,6.0,1
1641,2021-03-30,4,0.33,0.0,0,B.1.1.318-like,6,2.0,2
1642,2021-03-31,1804,0.66,0.0,4,Alpha (B.1.1.7-like),2989,1984.0,1181
1643,2021-03-31,75,4.44,2.0,51,.,288,1278.0,162
1644,2021-03-31,2,0.83,1.0,0,B.1.1.7-like+E484K,6,5.0,4
1645,2021-03-31,5,1.71,2.0,0,Beta (B.1.351-like),21,36.0,16
1646,2021-03-31,0,4.86,4.0,1,B.1.617.1-like,7,34.0,6
1647,2021-03-31,3,1.33,2.0,0,Eta (B.1.525-like),9,12.0,6
1648,2021-03-31,0,4.75,2.25,1,Delta (B.1.617.2-like),4,19.0,3
1649,2021-03-31,4,1.0,1.0,0,B.1.1.318-like,10,10.0,6
1650,2021-03-31,27,1.35,1.0,0,Gamma (P.1-like),72,97.0,45
1651,2021-03-31,0,22.0,22.0,1,AV.1-like,1,22.0,0
1652,2021-03-31,74,1.16,1.0,1,Iota (B.1.526-like),197,228.0,122
1653,2021-03-31,0,18.71,18.0,7,Lambda (C.37-like),7,131.0,0
1654,2021-03-31,14,1.47,1.0,0,Epsilon (B.1.427-like),36,53.0,22
1655,2021-03-31,26,1.53,1.0,3,Epsilon (B.1.429-like),86,132.0,57
1656,2021-03-31,0,24.5,25.0,6,Mu (B.1.621-like),6,147.0,0
1657,2021-03-31,1,0.67,1.0,0,Zeta (P.2-like),3,2.0,2
1658,2021-03-31,0,21.0,21.0,1,B.1.617.3-like,1,21.0,0
1659,2021-04-01,2030,0.75,0.0,5,Alpha (B.1.1.7-like),3632,2710.0,1597
1660,2021-04-01,11,2.05,1.0,2,Beta (B.1.351-like),39,80.0,26
1661,2021-04-01,3,2.4,1.0,1,Eta (B.1.525-like),25,60.0,21
1662,2021-04-01,0,12.11,12.0,13,Delta (B.1.617.2-like),19,230.0,6
1663,2021-04-01,145,4.55,2.0,103,.,510,2323.0,262
1664,2021-04-01,1,0.5,0.5,0,B.1.1.7-like+E484K,2,1.0,1
1665,2021-04-01,1,3.0,3.0,0,B.1.617.1-like,2,6.0,1
1666,2021-04-01,2,1.57,1.0,0,B.1.1.318-like,14,22.0,12
1667,2021-04-01,156,1.02,1.0,1,Iota (B.1.526-like),362,370.0,205
1668,2021-04-01,46,1.46,1.0,0,Epsilon (B.1.429-like),116,169.0,70
1669,2021-04-01,57,1.03,1.0,0,Gamma (P.1-like),115,118.0,58
1670,2021-04-01,13,1.24,1.0,0,Epsilon (B.1.427-like),34,42.0,21
1671,2021-04-01,3,1.25,1.0,0,Zeta (P.2-like),8,10.0,5
1672,2021-04-01,0,24.0,24.0,2,Mu (B.1.621-like),2,48.0,0
1673,2021-04-01,0,19.4,19.0,5,Lambda (C.37-like),5,97.0,0
1674,2021-04-02,1645,0.66,0.0,2,Alpha (B.1.1.7-like),2747,1820.0,1100
1675,2021-04-02,10,1.1,0.5,0,Beta (B.1.351-like),20,22.0,10
1676,2021-04-02,109,3.86,1.0,56,.,345,1332.0,180
1677,2021-04-02,3,0.0,0.0,0,B.1.1.7-like+E484K,3,0.0,0
1678,2021-04-02,1,17.42,19.0,31,Delta (B.1.617.2-like),36,627.0,4
1679,2021-04-02,0,4.5,4.5,0,B.1.617.1-like,2,9.0,2
1680,2021-04-02,3,1.67,1.0,0,Eta (B.1.525-like),12,20.0,9
1681,2021-04-02,0,18.0,18.0,1,B.1.617.3-like,1,18.0,0
1682,2021-04-02,0,20.0,20.0,1,Delta (AY.4-like),1,20.0,0
1683,2021-04-02,85,1.15,1.0,0,Iota (B.1.526-like),218,250.0,133
1684,2021-04-02,32,1.34,1.0,1,Epsilon (B.1.429-like),88,118.0,55
1685,2021-04-02,36,0.8,0.0,0,Gamma (P.1-like),66,53.0,30
1686,2021-04-02,7,0.94,1.0,0,B.1.1.318-like,16,15.0,9
1687,2021-04-02,18,1.26,1.0,0,Epsilon (B.1.427-like),39,49.0,21
1688,2021-04-02,3,1.38,1.0,0,Zeta (P.2-like),8,11.0,5
1689,2021-04-02,0,17.75,17.5,4,Lambda (C.37-like),4,71.0,0
1690,2021-04-02,0,11.0,11.0,1,A.23.1-like,1,11.0,0
1691,2021-04-03,1429,0.71,0.0,4,Alpha (B.1.1.7-like),2387,1697.0,954
1692,2021-04-03,4,0.4,0.0,0,B.1.1.7-like+E484K,5,2.0,1
1693,2021-04-03,4,3.8,4.0,3,B.1.1.318-like,15,57.0,8
1694,2021-04-03,101,3.94,1.0,49,.,287,1132.0,137
1695,2021-04-03,1,2.0,1.5,0,B.1.617.1-like,10,20.0,9
1696,2021-04-03,3,4.75,1.5,2,Delta (B.1.617.2-like),8,38.0,3
1697,2021-04-03,11,1.35,1.0,0,Beta (B.1.351-like),37,50.0,26
1698,2021-04-03,18,1.61,1.0,2,Epsilon (B.1.429-like),77,124.0,57
1699,2021-04-03,3,0.5,0.0,0,Eta (B.1.525-like),4,2.0,1
1700,2021-04-03,0,22.0,22.0,1,Delta (AY.4-like),1,22.0,0
1701,2021-04-03,65,1.08,1.0,0,Iota (B.1.526-like),169,182.0,104
1702,2021-04-03,18,0.67,0.0,0,Epsilon (B.1.427-like),30,20.0,12
1703,2021-04-03,31,0.76,0.0,0,Gamma (P.1-like),55,42.0,24
1704,2021-04-03,3,0.67,0.5,0,Zeta (P.2-like),6,4.0,3
1705,2021-04-03,0,1.5,1.5,0,Mu (B.1.621-like),2,3.0,2
1706,2021-04-03,0,20.5,20.5,2,Lambda (C.37-like),2,41.0,0
1707,2021-04-04,1204,0.7,0.0,7,Alpha (B.1.1.7-like),2041,1438.0,830
1708,2021-04-04,2,4.6,1.0,2,B.1.617.1-like,5,23.0,1
1709,2021-04-04,2,2.29,1.0,0,B.1.1.318-like,7,16.0,5
1710,2021-04-04,4,0.5,0.5,0,B.1.1.7-like+E484K,8,4.0,4
1711,2021-04-04,56,5.16,2.0,47,.,208,1073.0,105
1712,2021-04-04,0,1.83,1.5,0,Eta (B.1.525-like),6,11.0,6
1713,2021-04-04,1,2.4,3.0,0,Delta (B.1.617.2-like),5,12.0,4
1714,2021-04-04,4,1.56,1.0,0,Beta (B.1.351-like),16,25.0,12
1715,2021-04-04,0,5.33,2.0,1,A.23.1-like,3,16.0,2
1716,2021-04-04,24,0.98,1.0,0,Gamma (P.1-like),53,52.0,29
1717,2021-04-04,53,1.17,1.0,0,Iota (B.1.526-like),122,143.0,69
1718,2021-04-04,13,1.35,1.0,0,Epsilon (B.1.429-like),46,62.0,33
1719,2021-04-04,4,1.56,1.5,0,Epsilon (B.1.427-like),16,25.0,12
1720,2021-04-04,0,23.0,23.0,1,Lambda (C.37-like),1,23.0,0
1721,2021-04-04,1,2.5,2.5,0,Zeta (P.2-like),2,5.0,1
1722,2021-04-04,2,0.67,0.0,0,Mu (B.1.621-like),3,2.0,1
1723,2021-04-05,1487,0.74,0.0,4,Alpha (B.1.1.7-like),2541,1871.0,1050
1724,2021-04-05,11,1.25,1.0,1,Beta (B.1.351-like),24,30.0,12
1725,2021-04-05,2,3.14,3.0,1,Delta (B.1.617.2-like),7,22.0,4
1726,2021-04-05,74,4.96,2.0,57,.,272,1349.0,141
1727,2021-04-05,8,0.93,0.0,0,B.1.1.318-like,15,14.0,7
1728,2021-04-05,1,4.83,4.5,2,B.1.617.1-like,6,29.0,3
1729,2021-04-05,0,10.0,10.0,1,A.23.1-like,1,10.0,0
1730,2021-04-05,1,3.0,3.5,0,Eta (B.1.525-like),4,12.0,3
1731,2021-04-05,26,1.72,1.0,1,Gamma (P.1-like),67,115.0,40
1732,2021-04-05,59,1.22,1.0,0,Iota (B.1.526-like),171,209.0,112
1733,2021-04-05,29,1.01,1.0,1,Epsilon (B.1.429-like),68,69.0,38
1734,2021-04-05,11,1.13,1.0,0,Epsilon (B.1.427-like),31,35.0,20
1735,2021-04-05,0,21.0,21.0,2,Lambda (C.37-like),2,42.0,0
1736,2021-04-05,1,1.67,2.0,0,Zeta (P.2-like),3,5.0,2
1737,2021-04-05,2,0.0,0.0,0,B.1.1.7-like+E484K,2,0.0,0
1738,2021-04-06,1429,0.82,0.0,13,Alpha (B.1.1.7-like),2594,2119.0,1152
1739,2021-04-06,3,0.0,0.0,0,B.1.1.7-like+E484K,3,0.0,0
1740,2021-04-06,6,1.31,1.0,0,B.1.1.318-like,16,21.0,10
1741,2021-04-06,0,4.77,5.0,2,B.1.617.1-like,13,62.0,11
1742,2021-04-06,5,2.71,3.0,0,Delta (B.1.617.2-like),28,76.0,23
1743,2021-04-06,7,1.88,1.5,1,Beta (B.1.351-like),24,45.0,16
1744,2021-04-06,58,5.33,2.0,61,.,250,1332.0,131
1745,2021-04-06,81,1.05,1.0,0,Iota (B.1.526-like),185,194.0,104
1746,2021-04-06,27,1.24,1.0,2,Gamma (P.1-like),63,78.0,34
1747,2021-04-06,1,3.6,4.0,0,Eta (B.1.525-like),5,18.0,4
1748,2021-04-06,21,1.45,1.0,0,Epsilon (B.1.429-like),47,68.0,26
1749,2021-04-06,7,1.75,1.5,0,Epsilon (B.1.427-like),24,42.0,17
1750,2021-04-06,2,0.0,0.0,0,Zeta (P.2-like),2,0.0,0
1751,2021-04-06,0,6.0,6.0,0,Mu (B.1.621-like),1,6.0,1
1752,2021-04-07,1282,0.85,0.0,12,Alpha (B.1.1.7-like),2294,1961.0,1000
1753,2021-04-07,2,3.7,3.0,1,B.1.617.1-like,10,37.0,7
1754,2021-04-07,55,5.5,2.0,50,.,192,1056.0,87
1755,2021-04-07,5,1.64,1.0,1,B.1.1.318-like,14,23.0,8
1756,2021-04-07,10,2.54,1.5,3,Beta (B.1.351-like),26,66.0,13
1757,2021-04-07,1,2.5,1.5,1,Eta (B.1.525-like),10,25.0,8
1758,2021-04-07,3,1.29,1.0,0,Delta (B.1.617.2-like),17,22.0,14
1759,2021-04-07,26,1.43,0.0,2,Gamma (P.1-like),49,70.0,21
1760,2021-04-07,45,1.27,1.0,1,Iota (B.1.526-like),115,146.0,69
1761,2021-04-07,12,1.3,1.0,0,Epsilon (B.1.427-like),27,35.0,15
1762,2021-04-07,12,1.74,1.5,1,Epsilon (B.1.429-like),50,87.0,37
1763,2021-04-07,0,18.5,18.5,2,Lambda (C.37-like),2,37.0,0
1764,2021-04-07,0,1.0,1.0,0,B.1.1.7-like+E484K,1,1.0,1
1765,2021-04-07,1,0.0,0.0,0,Zeta (P.2-like),1,0.0,0
1766,2021-04-08,1069,0.81,0.0,3,Alpha (B.1.1.7-like),1957,1586.0,885
1767,2021-04-08,3,1.8,1.5,0,Delta (B.1.617.2-like),10,18.0,7
1768,2021-04-08,5,1.63,2.0,0,Beta (B.1.351-like),19,31.0,14
1769,2021-04-08,3,3.29,3.0,1,B.1.617.1-like,7,23.0,3
1770,2021-04-08,4,1.33,1.0,0,B.1.1.318-like,9,12.0,5
1771,2021-04-08,3,2.22,2.0,0,Eta (B.1.525-like),9,20.0,6
1772,2021-04-08,39,4.9,2.0,34,.,163,798.0,90
1773,2021-04-08,1,0.67,1.0,0,B.1.1.7-like+E484K,3,2.0,2
1774,2021-04-08,20,1.25,1.0,1,Gamma (P.1-like),44,55.0,23
1775,2021-04-08,12,1.36,1.0,0,Epsilon (B.1.427-like),28,38.0,16
1776,2021-04-08,59,1.18,1.0,0,Iota (B.1.526-like),142,168.0,83
1777,2021-04-08,24,1.04,1.0,0,Epsilon (B.1.429-like),54,56.0,30
1778,2021-04-08,0,18.4,17.0,5,Lambda (C.37-like),5,92.0,0
1779,2021-04-08,0,4.0,4.0,0,Delta (B.1.617.2-like) +K417N,1,4.0,1
1780,2021-04-09,1225,0.8,0.0,3,Alpha (B.1.1.7-like),2237,1779.0,1009
1781,2021-04-09,9,1.48,1.0,0,Beta (B.1.351-like),23,34.0,14
1782,2021-04-09,67,3.91,1.0,30,.,221,864.0,124
1783,2021-04-09,21,1.0,1.0,0,Gamma (P.1-like),45,45.0,24
1784,2021-04-09,5,2.93,3.0,1,B.1.617.1-like,15,44.0,9
1785,2021-04-09,0,12.0,12.0,1,A.23.1-like,1,12.0,0
1786,2021-04-09,6,0.14,0.0,0,B.1.1.318-like,7,1.0,1
1787,2021-04-09,4,5.4,7.0,7,Delta (B.1.617.2-like),20,108.0,9
1788,2021-04-09,3,2.12,1.5,0,Eta (B.1.525-like),8,17.0,5
1789,2021-04-09,89,1.22,1.0,1,Iota (B.1.526-like),200,244.0,110
1790,2021-04-09,8,0.89,1.0,0,Epsilon (B.1.427-like),19,17.0,11
1791,2021-04-09,0,18.0,18.0,2,Lambda (C.37-like),2,36.0,0
1792,2021-04-09,30,1.1,0.0,0,Epsilon (B.1.429-like),58,64.0,28
1793,2021-04-09,1,0.75,1.0,0,Zeta (P.2-like),4,3.0,3
1794,2021-04-09,0,8.0,8.0,1,Mu (B.1.621-like),1,8.0,0
1795,2021-04-10,872,0.91,0.0,8,Alpha (B.1.1.7-like),1687,1542.0,807
1796,2021-04-10,6,1.73,0.0,0,Beta (B.1.351-like),11,19.0,5
1797,2021-04-10,7,2.56,2.0,1,Delta (B.1.617.2-like),32,82.0,24
1798,2021-04-10,0,2.88,3.0,0,B.1.617.1-like,8,23.0,8
1799,2021-04-10,55,4.9,1.5,40,.,180,882.0,85
1800,2021-04-10,1,2.75,3.0,0,B.1.1.7-like+E484K,4,11.0,3
1801,2021-04-10,36,0.82,0.0,1,Gamma (P.1-like),67,55.0,30
1802,2021-04-10,5,0.71,0.0,0,B.1.1.318-like,7,5.0,2
1803,2021-04-10,2,2.29,2.0,0,Eta (B.1.525-like),7,16.0,5
1804,2021-04-10,0,11.0,11.0,1,Delta (AY.4-like),1,11.0,0
1805,2021-04-10,66,1.25,1.0,2,Iota (B.1.526-like),163,203.0,95
1806,2021-04-10,32,0.75,0.0,0,Epsilon (B.1.429-like),51,38.0,19
1807,2021-04-10,11,0.89,0.0,1,Epsilon (B.1.427-like),18,16.0,6
1808,2021-04-10,0,19.25,19.0,4,Lambda (C.37-like),4,77.0,0
1809,2021-04-10,0,16.0,16.0,1,A.23.1-like,1,16.0,0
1810,2021-04-10,0,2.0,2.0,0,Mu (B.1.621-like),1,2.0,1
1811,2021-04-11,929,0.77,0.0,4,Alpha (B.1.1.7-like),1687,1300.0,754
1812,2021-04-11,56,3.91,1.0,25,.,170,665.0,89
1813,2021-04-11,2,1.91,1.0,0,Beta (B.1.351-like),11,21.0,9
1814,2021-04-11,3,2.5,1.0,1,B.1.617.1-like,8,20.0,4
1815,2021-04-11,3,3.38,2.0,2,Delta (B.1.617.2-like),21,71.0,16
1816,2021-04-11,33,0.88,1.0,0,Gamma (P.1-like),67,59.0,34
1817,2021-04-11,7,1.42,0.0,1,B.1.1.318-like,12,17.0,4
1818,2021-04-11,1,1.64,1.0,0,Eta (B.1.525-like),11,18.0,10
1819,2021-04-11,1,1.33,1.0,0,B.1.1.7-like+E484K,3,4.0,2
1820,2021-04-11,59,1.25,1.0,0,Iota (B.1.526-like),159,199.0,100
1821,2021-04-11,6,1.5,1.0,0,Epsilon (B.1.429-like),28,42.0,22
1822,2021-04-11,1,0.0,0.0,0,Zeta (P.2-like),1,0.0,0
1823,2021-04-11,13,0.63,0.0,0,Epsilon (B.1.427-like),19,12.0,6
1824,2021-04-11,0,19.67,20.0,3,Lambda (C.37-like),3,59.0,0
1825,2021-04-11,1,0.0,0.0,0,Mu (B.1.621-like),1,0.0,0
1826,2021-04-11,1,0.0,0.0,0,A.23.1-like,1,0.0,0
1827,2021-04-12,1211,0.85,0.0,12,Alpha (B.1.1.7-like),2251,1913.0,1028
1828,2021-04-12,4,2.09,2.0,0,Beta (B.1.351-like),22,46.0,18
1829,2021-04-12,32,0.89,0.0,0,Gamma (P.1-like),63,56.0,31
1830,2021-04-12,7,1.41,1.0,0,Delta (B.1.617.2-like),17,24.0,10
1831,2021-04-12,79,3.69,1.0,30,.,204,753.0,95
1832,2021-04-12,3,2.5,2.0,0,B.1.617.1-like,8,20.0,5
1833,2021-04-12,0,1.0,1.0,0,B.1.1.7-like+E484K,1,1.0,1
1834,2021-04-12,62,1.36,1.0,1,Iota (B.1.526-like),160,218.0,97
1835,2021-04-12,6,1.83,1.0,0,B.1.1.318-like,18,33.0,12
1836,2021-04-12,2,1.88,1.5,0,Eta (B.1.525-like),8,15.0,6
1837,2021-04-12,17,1.93,2.0,2,Epsilon (B.1.429-like),43,83.0,24
1838,2021-04-12,7,1.07,1.0,0,Epsilon (B.1.427-like),15,16.0,8
1839,2021-04-12,0,3.25,3.5,0,Mu (B.1.621-like),4,13.0,4
1840,2021-04-12,0,18.0,18.0,1,B.1.617.3-like,1,18.0,0
1841,2021-04-12,1,6.0,6.0,1,A.23.1-like,2,12.0,0
1842,2021-04-12,0,24.0,24.0,2,Lambda (C.37-like),2,48.0,0
1843,2021-04-12,0,2.0,2.0,0,Zeta (P.2-like),1,2.0,1
1844,2021-04-13,1229,0.86,0.0,15,Alpha (B.1.1.7-like),2303,1972.0,1059
1845,2021-04-13,4,4.79,4.0,8,Delta (B.1.617.2-like),19,91.0,7
1846,2021-04-13,59,3.88,1.0,27,.,182,707.0,96
1847,2021-04-13,4,2.12,0.5,1,B.1.617.1-like,8,17.0,3
1848,2021-04-13,2,0.5,0.5,0,B.1.1.7-like+E484K,4,2.0,2
1849,2021-04-13,41,0.75,0.0,1,Gamma (P.1-like),71,53.0,29
1850,2021-04-13,5,2.8,2.0,1,Beta (B.1.351-like),15,42.0,9
1851,2021-04-13,1,2.0,2.0,0,Eta (B.1.525-like),2,4.0,1
1852,2021-04-13,2,2.38,2.0,0,B.1.1.318-like,16,38.0,14
1853,2021-04-13,79,1.15,1.0,2,Iota (B.1.526-like),198,227.0,117
1854,2021-04-13,0,20.0,20.0,2,Lambda (C.37-like),2,40.0,0
1855,2021-04-13,0,2.5,1.5,1,Mu (B.1.621-like),6,15.0,5
1856,2021-04-13,14,1.03,1.0,0,Epsilon (B.1.429-like),29,30.0,15
1857,2021-04-13,8,1.43,1.0,0,Epsilon (B.1.427-like),21,30.0,13
1858,2021-04-13,0,1.0,1.0,0,Zeta (P.2-like),1,1.0,1
1859,2021-04-14,1238,0.87,0.0,14,Alpha (B.1.1.7-like),2295,2005.0,1043
1860,2021-04-14,3,3.6,3.0,2,B.1.617.1-like,10,36.0,5
1861,2021-04-14,29,0.74,0.0,0,Gamma (P.1-like),53,39.0,24
1862,2021-04-14,8,1.52,1.0,1,Beta (B.1.351-like),25,38.0,16
1863,2021-04-14,4,2.3,1.0,0,Eta (B.1.525-like),10,23.0,6
1864,2021-04-14,7,2.71,2.0,3,Delta (B.1.617.2-like),31,84.0,21
1865,2021-04-14,0,26.0,26.0,1,AV.1-like,1,26.0,0
1866,2021-04-14,4,2.42,1.5,0,B.1.1.318-like,12,29.0,8
1867,2021-04-14,51,3.65,1.0,25,.,170,620.0,94
1868,2021-04-14,3,1.4,0.0,0,B.1.1.7-like+E484K,5,7.0,2
1869,2021-04-14,0,12.0,12.0,1,Zeta (P.2-like),1,12.0,0
1870,2021-04-14,99,1.03,1.0,0,Iota (B.1.526-like),227,233.0,128
1871,2021-04-14,11,1.49,1.0,2,Epsilon (B.1.429-like),35,52.0,22
1872,2021-04-14,1,3.5,3.5,0,Mu (B.1.621-like),2,7.0,1
1873,2021-04-14,5,1.5,1.0,0,Epsilon (B.1.427-like),14,21.0,9
1874,2021-04-14,0,20.67,21.0,3,Lambda (C.37-like),3,62.0,0
1875,2021-04-15,943,0.8,0.0,6,Alpha (B.1.1.7-like),1703,1357.0,754
1876,2021-04-15,26,0.82,0.0,0,Gamma (P.1-like),40,33.0,14
1877,2021-04-15,13,2.62,1.5,4,Delta (B.1.617.2-like),50,131.0,33
1878,2021-04-15,49,2.82,1.0,13,.,110,310.0,48
1879,2021-04-15,4,1.83,1.5,0,Beta (B.1.351-like),12,22.0,8
1880,2021-04-15,5,2.33,1.0,0,B.1.617.1-like,15,35.0,10
1881,2021-04-15,0,22.0,22.0,1,B.1.617.3-like,1,22.0,0
1882,2021-04-15,1,2.33,2.0,0,B.1.1.7-like+E484K,3,7.0,2
1883,2021-04-15,7,1.54,0.0,0,B.1.1.318-like,13,20.0,6
1884,2021-04-15,2,3.14,3.0,1,Eta (B.1.525-like),7,22.0,4
1885,2021-04-15,0,8.0,8.0,2,A.23.1-like,2,16.0,0
1886,2021-04-15,0,2.0,2.0,0,Delta (AY.4-like),1,2.0,1
1887,2021-04-15,50,1.1,1.0,1,Iota (B.1.526-like),112,123.0,61
1888,2021-04-15,12,1.0,1.0,0,Epsilon (B.1.429-like),25,25.0,13
1889,2021-04-15,3,1.0,1.0,0,Epsilon (B.1.427-like),10,10.0,7
1890,2021-04-15,0,18.75,19.0,4,Lambda (C.37-like),4,75.0,0
1891,2021-04-15,1,0.0,0.0,0,Mu (B.1.621-like),1,0.0,0
1892,2021-04-16,869,0.8,0.0,7,Alpha (B.1.1.7-like),1569,1261.0,693
1893,2021-04-16,26,3.54,1.0,11,.,87,308.0,50
1894,2021-04-16,7,1.06,1.0,0,Beta (B.1.351-like),17,18.0,10
1895,2021-04-16,7,2.24,2.0,1,Delta (B.1.617.2-like),37,83.0,29
1896,2021-04-16,2,3.19,3.0,1,B.1.617.1-like,16,51.0,13
1897,2021-04-16,10,1.06,1.0,0,Gamma (P.1-like),31,33.0,21
1898,2021-04-16,2,2.29,3.0,0,B.1.1.7-like+E484K,7,16.0,5
1899,2021-04-16,1,2.25,2.0,0,Eta (B.1.525-like),4,9.0,3
1900,2021-04-16,2,1.83,1.5,0,B.1.1.318-like,6,11.0,4
1901,2021-04-16,55,1.15,1.0,2,Iota (B.1.526-like),113,130.0,56
1902,2021-04-16,6,1.64,1.0,1,Epsilon (B.1.429-like),22,36.0,15
1903,2021-04-16,3,1.6,1.0,0,Epsilon (B.1.427-like),10,16.0,7
1904,2021-04-16,0,4.0,4.0,0,Lambda (C.37-like),1,4.0,1
1905,2021-04-16,0,1.5,1.5,0,Mu (B.1.621-like),2,3.0,2
1906,2021-04-17,759,0.75,0.0,7,Alpha (B.1.1.7-like),1267,953.0,501
1907,2021-04-17,18,1.5,1.0,0,Delta (B.1.617.2-like),48,72.0,30
1908,2021-04-17,26,4.5,1.0,15,.,78,351.0,37
1909,2021-04-17,9,1.05,1.0,0,Gamma (P.1-like),22,23.0,13
1910,2021-04-17,3,1.22,1.0,0,Eta (B.1.525-like),9,11.0,6
1911,2021-04-17,4,1.0,0.0,0,Beta (B.1.351-like),7,7.0,3
1912,2021-04-17,3,1.86,1.0,0,B.1.617.1-like,7,13.0,4
1913,2021-04-17,0,20.5,20.5,2,B.1.617.3-like,2,41.0,0
1914,2021-04-17,2,0.67,0.0,0,B.1.1.7-like+E484K,3,2.0,1
1915,2021-04-17,0,3.67,3.0,0,B.1.1.318-like,3,11.0,3
1916,2021-04-17,51,1.19,1.0,0,Iota (B.1.526-like),120,143.0,69
1917,2021-04-17,5,1.17,1.0,0,Epsilon (B.1.429-like),12,14.0,7
1918,2021-04-17,1,0.5,0.5,0,Mu (B.1.621-like),2,1.0,1
1919,2021-04-17,3,0.25,0.0,0,Epsilon (B.1.427-like),4,1.0,1
1920,2021-04-17,1,0.0,0.0,0,Lambda (C.37-like),1,0.0,0
1921,2021-04-18,589,0.74,0.0,3,Alpha (B.1.1.7-like),1011,753.0,419
1922,2021-04-18,28,4.45,1.0,14,.,73,325.0,31
1923,2021-04-18,1,2.75,3.0,0,B.1.1.318-like,4,11.0,3
1924,2021-04-18,9,1.64,1.0,0,Delta (B.1.617.2-like),36,59.0,27
1925,2021-04-18,1,0.5,0.5,0,Delta (AY.4-like),2,1.0,1
1926,2021-04-18,1,3.17,2.5,1,B.1.617.1-like,6,19.0,4
1927,2021-04-18,16,0.93,0.0,0,Gamma (P.1-like),28,26.0,12
1928,2021-04-18,4,1.57,0.0,1,Beta (B.1.351-like),7,11.0,2
1929,2021-04-18,1,0.5,0.5,0,B.1.1.7-like+E484K,2,1.0,1
1930,2021-04-18,4,0.2,0.0,0,Eta (B.1.525-like),5,1.0,1
1931,2021-04-18,46,1.09,0.0,3,Iota (B.1.526-like),89,97.0,40
1932,2021-04-18,1,0.5,0.5,0,Mu (B.1.621-like),2,1.0,1
1933,2021-04-18,2,2.08,1.0,0,Epsilon (B.1.429-like),12,25.0,10
1934,2021-04-18,2,2.1,2.0,0,Epsilon (B.1.427-like),10,21.0,8
1935,2021-04-18,0,5.0,5.0,0,Lambda (C.37-like),2,10.0,2
1936,2021-04-18,0,3.0,3.0,0,A.23.1-like,1,3.0,1
1937,2021-04-19,1045,0.8,0.0,7,Alpha (B.1.1.7-like),1884,1512.0,832
1938,2021-04-19,5,2.07,1.0,0,B.1.617.1-like,15,31.0,10
1939,2021-04-19,30,3.71,1.0,15,.,100,371.0,55
1940,2021-04-19,15,1.87,2.0,1,Delta (B.1.617.2-like),71,133.0,55
1941,2021-04-19,3,0.8,0.0,0,B.1.1.7-like+E484K,5,4.0,2
1942,2021-04-19,17,1.24,1.0,1,Gamma (P.1-like),42,52.0,24
1943,2021-04-19,0,3.0,3.0,0,B.1.1.318-like,3,9.0,3
1944,2021-04-19,2,0.0,0.0,0,Delta (AY.4-like),2,0.0,0
1945,2021-04-19,4,0.2,0.0,0,Eta (B.1.525-like),5,1.0,1
1946,2021-04-19,10,1.25,0.0,0,Beta (B.1.351-like),16,20.0,6
1947,2021-04-19,60,0.84,1.0,0,Iota (B.1.526-like),127,107.0,67
1948,2021-04-19,12,0.8,1.0,0,Epsilon (B.1.429-like),25,20.0,13
1949,2021-04-19,1,1.0,1.0,0,Mu (B.1.621-like),3,3.0,2
1950,2021-04-19,14,0.4,0.0,0,Epsilon (B.1.427-like),20,8.0,6
1951,2021-04-20,868,0.79,0.0,6,Alpha (B.1.1.7-like),1526,1203.0,652
1952,2021-04-20,23,2.04,1.0,4,Delta (B.1.617.2-like),69,141.0,42
1953,2021-04-20,5,1.78,0.0,0,B.1.617.1-like,9,16.0,4
1954,2021-04-20,12,0.97,1.0,0,Gamma (P.1-like),30,29.0,18
1955,2021-04-20,1,0.0,0.0,0,B.1.1.7-like+E484K,1,0.0,0
1956,2021-04-20,1,1.83,2.0,0,Eta (B.1.525-like),6,11.0,5
1957,2021-04-20,5,1.47,2.0,0,Beta (B.1.351-like),17,25.0,12
1958,2021-04-20,1,5.0,6.0,0,B.1.1.318-like,6,30.0,5
1959,2021-04-20,16,4.43,1.0,15,.,77,341.0,46
1960,2021-04-20,1,0.0,0.0,0,Delta (AY.4-like),1,0.0,0
1961,2021-04-20,21,1.51,1.0,0,Iota (B.1.526-like),73,110.0,52
1962,2021-04-20,11,1.05,0.0,0,Epsilon (B.1.429-like),21,22.0,10
1963,2021-04-20,5,0.8,0.5,0,Epsilon (B.1.427-like),10,8.0,5
1964,2021-04-20,0,2.5,2.5,0,Lambda (C.37-like),2,5.0,2
1965,2021-04-20,0,1.0,1.0,0,A.23.1-like,1,1.0,1
1966,2021-04-21,1102,0.79,0.0,9,Alpha (B.1.1.7-like),1982,1574.0,871
1967,2021-04-21,4,2.64,1.0,1,B.1.1.318-like,11,29.0,6
1968,2021-04-21,24,1.0,1.0,0,Gamma (P.1-like),51,51.0,27
1969,2021-04-21,41,4.65,1.0,19,.,102,474.0,42
1970,2021-04-21,26,1.67,1.0,2,Delta (B.1.617.2-like),66,110.0,38
1971,2021-04-21,5,1.95,2.0,0,Beta (B.1.351-like),21,41.0,16
1972,2021-04-21,5,1.25,0.0,0,Eta (B.1.525-like),8,10.0,3
1973,2021-04-21,3,0.5,0.0,0,B.1.1.7-like+E484K,4,2.0,1
