,date,exact_matches,mean_hmm_cost,median_hmm_cost,rejected,scorpio,total,total_hmm_cost,inserted
2322,2021-05-08,18,1.07,1.0,0,Gamma (P.1-like),40,43.0,22
2323,2021-05-08,1,4.67,3.0,1,Eta (B.1.525-like),3,14.0,1
2324,2021-05-08,29,1.0,1.0,0,Iota (B.1.526-like),60,60.0,31
2325,2021-05-08,2,2.67,1.5,0,Mu (B.1.621-like),6,16.0,4
2326,2021-05-08,1,1.25,1.5,0,Epsilon (B.1.427-like),4,5.0,3
2327,2021-05-08,0,22.0,22.0,1,Lambda (C.37-like),1,22.0,0
2328,2021-05-08,1,2.0,2.0,0,Epsilon (B.1.429-like),2,4.0,1
2329,2021-05-09,482,0.89,0.0,8,Alpha (B.1.1.7-like),864,766.0,374
2330,2021-05-09,3,2.2,0.0,0,B.1.1.7-like+E484K,5,11.0,2
2331,2021-05-09,13,4.88,1.0,8,.,34,166.0,13
2332,2021-05-09,115,0.3,0.0,0,Delta (AY.4-like),152,46.0,37
2333,2021-05-09,14,1.06,1.0,0,Gamma (P.1-like),31,33.0,17
2334,2021-05-09,49,1.36,1.0,3,Delta (B.1.617.2-like),101,137.0,49
2335,2021-05-09,0,1.0,1.0,0,Delta (B.1.617.2-like) +K417N,1,1.0,1
2336,2021-05-09,8,0.64,0.0,0,B.1.1.318-like,14,9.0,6
2337,2021-05-09,3,1.8,0.0,1,Beta (B.1.351-like),5,9.0,1
2338,2021-05-09,0,6.67,7.0,1,Eta (B.1.525-like),3,20.0,2
2339,2021-05-09,1,0.75,1.0,0,AV.1-like,4,3.0,3
2340,2021-05-09,24,1.02,0.0,0,Iota (B.1.526-like),46,47.0,22
2341,2021-05-09,0,19.5,19.5,4,Lambda (C.37-like),4,78.0,0
2342,2021-05-09,2,1.6,1.0,0,Epsilon (B.1.429-like),5,8.0,3
2343,2021-05-09,0,5.0,5.0,0,Epsilon (B.1.427-like),1,5.0,1
2344,2021-05-09,0,5.33,5.0,0,B.1.617.1-like,3,16.0,3
2345,2021-05-09,1,2.2,3.0,0,Mu (B.1.621-like),5,11.0,4
2346,2021-05-10,1054,0.91,0.0,13,Alpha (B.1.1.7-like),1867,1706.0,800
2347,2021-05-10,4,1.86,0.0,1,B.1.1.7-like+E484K,7,13.0,2
2348,2021-05-10,18,6.99,2.0,22,.,89,622.0,49
2349,2021-05-10,221,0.3,0.0,0,Delta (AY.4-like),299,91.0,78
2350,2021-05-10,132,0.86,0.0,3,Delta (B.1.617.2-like),215,185.0,80
2351,2021-05-10,19,1.68,1.0,1,Gamma (P.1-like),59,99.0,39
2352,2021-05-10,6,0.4,0.0,0,AV.1-like,10,4.0,4
2353,2021-05-10,6,4.46,1.0,4,Beta (B.1.351-like),13,58.0,3
2354,2021-05-10,0,10.5,10.5,1,B.1.617.1-like,2,21.0,1
2355,2021-05-10,2,0.6,1.0,0,Epsilon (B.1.429-like),5,3.0,3
2356,2021-05-10,1,2.33,1.0,0,Eta (B.1.525-like),3,7.0,2
2357,2021-05-10,3,1.33,1.0,0,B.1.1.318-like,9,12.0,6
2358,2021-05-10,40,1.26,1.0,2,Iota (B.1.526-like),100,126.0,58
2359,2021-05-10,7,1.0,0.0,0,Mu (B.1.621-like),11,11.0,4
2360,2021-05-10,0,20.33,21.0,3,Lambda (C.37-like),3,61.0,0
2361,2021-05-10,0,2.0,2.0,0,Epsilon (B.1.427-like),6,12.0,6
2362,2021-05-10,0,24.0,24.0,1,Theta (P.3-like),1,24.0,0
2363,2021-05-11,840,1.08,1.0,20,Alpha (B.1.1.7-like),1683,1824.0,823
2364,2021-05-11,32,1.65,1.0,2,Gamma (P.1-like),97,160.0,63
2365,2021-05-11,21,4.49,2.0,13,.,78,350.0,44
2366,2021-05-11,116,1.0,0.0,3,Delta (B.1.617.2-like),209,209.0,90
2367,2021-05-11,6,0.0,0.0,0,AV.1-like,6,0.0,0
2368,2021-05-11,169,0.32,0.0,0,Delta (AY.4-like),222,71.0,53
2369,2021-05-11,1,4.38,4.0,4,Beta (B.1.351-like),16,70.0,11
2370,2021-05-11,1,3.0,1.5,1,Eta (B.1.525-like),6,18.0,4
2371,2021-05-11,1,0.67,1.0,0,B.1.617.1-like,3,2.0,2
2372,2021-05-11,2,1.33,0.0,0,Delta (B.1.617.2-like) +K417N,3,4.0,1
2373,2021-05-11,4,2.65,2.0,0,B.1.1.318-like,20,53.0,16
2374,2021-05-11,3,2.11,1.0,0,Mu (B.1.621-like),9,19.0,6
2375,2021-05-11,58,1.15,1.0,1,Iota (B.1.526-like),124,143.0,65
2376,2021-05-11,2,2.0,2.0,0,Epsilon (B.1.429-like),9,18.0,7
2377,2021-05-11,3,0.83,0.5,0,Epsilon (B.1.427-like),6,5.0,3
2378,2021-05-11,0,21.29,21.0,7,Lambda (C.37-like),7,149.0,0
2379,2021-05-11,0,1.0,1.0,0,A.23.1-like,1,1.0,1
2380,2021-05-12,746,1.03,0.0,15,Alpha (B.1.1.7-like),1433,1478.0,672
2381,2021-05-12,15,4.68,2.0,9,.,59,276.0,35
2382,2021-05-12,0,2.33,2.0,0,B.1.1.7-like+E484K,6,14.0,6
2383,2021-05-12,175,0.33,0.0,0,Delta (AY.4-like),242,79.0,67
2384,2021-05-12,125,0.99,0.0,5,Delta (B.1.617.2-like),212,210.0,82
2385,2021-05-12,2,1.17,1.0,0,Beta (B.1.351-like),6,7.0,4
2386,2021-05-12,3,0.0,0.0,0,Eta (B.1.525-like),3,0.0,0
2387,2021-05-12,2,0.8,1.0,0,AV.1-like,5,4.0,3
2388,2021-05-12,19,1.69,1.0,1,Gamma (P.1-like),65,110.0,45
2389,2021-05-12,5,1.71,1.0,0,B.1.1.318-like,14,24.0,9
2390,2021-05-12,1,2.75,3.5,0,Delta (B.1.617.2-like) +K417N,4,11.0,3
2391,2021-05-12,45,1.16,1.0,1,Iota (B.1.526-like),94,109.0,48
2392,2021-05-12,1,3.5,3.0,1,Mu (B.1.621-like),6,21.0,4
2393,2021-05-12,2,1.5,2.0,0,Epsilon (B.1.429-like),8,12.0,6
2394,2021-05-12,0,21.2,21.0,5,Lambda (C.37-like),5,106.0,0
2395,2021-05-12,0,4.33,4.0,1,Epsilon (B.1.427-like),6,26.0,5
2396,2021-05-12,0,3.0,3.0,0,B.1.617.1-like,1,3.0,1
2397,2021-05-13,654,1.19,1.0,15,Alpha (B.1.1.7-like),1422,1689.0,753
2398,2021-05-13,10,1.28,0.0,1,B.1.1.318-like,18,23.0,7
2399,2021-05-13,8,5.25,2.0,12,.,65,341.0,45
2400,2021-05-13,20,1.48,1.0,0,Gamma (P.1-like),63,93.0,43
2401,2021-05-13,110,0.16,0.0,0,Delta (AY.4-like),129,21.0,19
2402,2021-05-13,112,0.9,0.0,6,Delta (B.1.617.2-like),172,155.0,54
2403,2021-05-13,2,2.2,1.0,0,B.1.1.7-like+E484K,5,11.0,3
2404,2021-05-13,0,5.5,5.5,1,Eta (B.1.525-like),2,11.0,1
2405,2021-05-13,6,0.14,0.0,0,AV.1-like,7,1.0,1
2406,2021-05-13,1,0.0,0.0,0,Delta (B.1.617.2-like) +K417N,1,0.0,0
2407,2021-05-13,2,3.69,4.0,0,Beta (B.1.351-like),13,48.0,11
2408,2021-05-13,0,4.0,4.0,0,Delta (AY.4.2-like),1,4.0,1
2409,2021-05-13,39,1.31,1.0,1,Iota (B.1.526-like),97,127.0,57
2410,2021-05-13,6,2.08,2.0,0,Epsilon (B.1.429-like),13,27.0,7
2411,2021-05-13,2,1.0,0.0,0,Epsilon (B.1.427-like),3,3.0,1
2412,2021-05-13,0,20.33,20.0,3,Lambda (C.37-like),3,61.0,0
2413,2021-05-13,2,0.88,1.0,0,Mu (B.1.621-like),8,7.0,6
2414,2021-05-14,12,4.74,2.0,9,.,47,223.0,26
2415,2021-05-14,565,0.96,0.0,10,Alpha (B.1.1.7-like),1036,991.0,461
2416,2021-05-14,3,3.11,4.0,0,B.1.1.318-like,9,28.0,6
2417,2021-05-14,0,20.0,20.0,2,Lambda (C.37-like),2,40.0,0
2418,2021-05-14,108,0.74,0.0,1,Delta (B.1.617.2-like),169,125.0,60
2419,2021-05-14,135,0.32,0.0,0,Delta (AY.4-like),183,58.0,48
2420,2021-05-14,14,1.62,1.0,0,Gamma (P.1-like),39,63.0,25
2421,2021-05-14,3,4.0,0.0,2,Eta (B.1.525-like),5,20.0,0
2422,2021-05-14,4,2.9,2.0,1,Beta (B.1.351-like),10,29.0,5
2423,2021-05-14,3,0.4,0.0,0,AV.1-like,5,2.0,2
2424,2021-05-14,1,2.5,2.5,0,B.1.617.1-like,2,5.0,1
2425,2021-05-14,23,1.08,1.0,1,Iota (B.1.526-like),50,54.0,26
2426,2021-05-14,0,2.67,2.0,0,Epsilon (B.1.427-like),3,8.0,3
2427,2021-05-14,3,1.38,1.0,0,Mu (B.1.621-like),8,11.0,5
2428,2021-05-14,0,1.75,1.5,0,Epsilon (B.1.429-like),4,7.0,4
2429,2021-05-15,439,1.14,0.0,13,Alpha (B.1.1.7-like),845,965.0,393
2430,2021-05-15,10,3.32,2.0,2,.,41,136.0,29
2431,2021-05-15,0,2.67,3.0,0,B.1.1.318-like,3,8.0,3
2432,2021-05-15,1,2.0,1.0,1,Mu (B.1.621-like),7,14.0,5
2433,2021-05-15,89,1.18,0.0,3,Delta (B.1.617.2-like),158,187.0,66
2434,2021-05-15,190,0.33,0.0,0,Delta (AY.4-like),252,83.0,62
2435,2021-05-15,4,0.8,0.0,0,Eta (B.1.525-like),5,4.0,1
2436,2021-05-15,1,0.0,0.0,0,B.1.1.7-like+E484K,1,0.0,0
2437,2021-05-15,1,1.0,1.0,0,Beta (B.1.351-like),3,3.0,2
2438,2021-05-15,3,0.0,0.0,0,AV.1-like,3,0.0,0
2439,2021-05-15,2,0.0,0.0,0,B.1.617.1-like,2,0.0,0
2440,2021-05-15,15,1.68,1.0,1,Iota (B.1.526-like),53,89.0,37
2441,2021-05-15,10,1.36,1.0,0,Gamma (P.1-like),36,49.0,26
2442,2021-05-15,0,23.0,23.0,1,Lambda (C.37-like),1,23.0,0
2443,2021-05-15,3,1.25,0.0,0,Epsilon (B.1.429-like),4,5.0,1
2444,2021-05-16,405,0.94,0.0,6,Alpha (B.1.1.7-like),730,689.0,319
2445,2021-05-16,8,6.96,2.0,12,.,45,313.0,25
2446,2021-05-16,4,1.42,1.0,0,B.1.1.318-like,12,17.0,8
2447,2021-05-16,57,0.9,0.0,1,Delta (B.1.617.2-like),110,99.0,52
2448,2021-05-16,173,0.39,0.0,0,Delta (AY.4-like),246,95.0,73
2449,2021-05-16,2,0.0,0.0,0,B.1.1.7-like+E484K,2,0.0,0
2450,2021-05-16,5,0.17,0.0,0,AV.1-like,6,1.0,1
2451,2021-05-16,0,1.0,1.0,0,Beta (B.1.351-like),1,1.0,1
2452,2021-05-16,19,1.35,1.0,1,Iota (B.1.526-like),43,58.0,23
2453,2021-05-16,0,24.5,24.5,4,Lambda (C.37-like),4,98.0,0
2454,2021-05-16,15,1.11,1.0,0,Gamma (P.1-like),35,39.0,20
2455,2021-05-16,2,3.0,3.0,0,Epsilon (B.1.429-like),7,21.0,5
2456,2021-05-16,0,3.5,3.5,0,Epsilon (B.1.427-like),2,7.0,2
2457,2021-05-16,1,1.0,1.0,0,Mu (B.1.621-like),2,2.0,1
2458,2021-05-17,759,1.08,1.0,14,Alpha (B.1.1.7-like),1567,1699.0,794
2459,2021-05-17,4,1.5,1.0,0,B.1.1.7-like+E484K,10,15.0,6
2460,2021-05-17,4,2.95,2.0,3,B.1.1.318-like,22,65.0,15
2461,2021-05-17,23,1.61,1.0,1,Gamma (P.1-like),72,116.0,48
2462,2021-05-17,22,4.48,2.0,14,.,79,354.0,43
2463,2021-05-17,239,0.74,0.0,4,Delta (B.1.617.2-like),362,268.0,119
2464,2021-05-17,332,0.38,0.0,0,Delta (AY.4-like),467,176.0,135
2465,2021-05-17,3,0.6,0.0,0,AV.1-like,5,3.0,2
2466,2021-05-17,1,2.0,2.0,0,B.1.617.1-like,3,6.0,2
2467,2021-05-17,34,1.4,1.0,1,Iota (B.1.526-like),94,132.0,59
2468,2021-05-17,2,2.31,2.0,1,Mu (B.1.621-like),13,30.0,10
2469,2021-05-17,2,3.89,5.0,1,Beta (B.1.351-like),9,35.0,6
2470,2021-05-17,0,2.75,2.0,0,Epsilon (B.1.429-like),4,11.0,4
2471,2021-05-17,0,1.67,1.0,0,Epsilon (B.1.427-like),3,5.0,3
2472,2021-05-17,0,22.0,22.0,2,Lambda (C.37-like),2,44.0,0
2473,2021-05-18,178,0.76,0.0,0,Delta (B.1.617.2-like),272,206.0,94
2474,2021-05-18,23,0.48,0.0,0,Mu (B.1.621-like),31,15.0,8
2475,2021-05-18,640,1.02,0.0,14,Alpha (B.1.1.7-like),1204,1225.0,550
2476,2021-05-18,8,1.37,1.0,0,B.1.1.318-like,19,26.0,11
2477,2021-05-18,18,1.63,1.0,0,Gamma (P.1-like),52,85.0,34
2478,2021-05-18,19,5.59,2.0,12,.,61,341.0,30
2479,2021-05-18,395,0.27,0.0,0,Delta (AY.4-like),507,137.0,112
2480,2021-05-18,6,0.14,0.0,0,B.1.1.7-like+E484K,7,1.0,1
2481,2021-05-18,2,0.0,0.0,0,Delta (B.1.617.2-like) +K417N,2,0.0,0
2482,2021-05-18,3,0.25,0.0,0,AV.1-like,4,1.0,1
2483,2021-05-18,1,1.5,1.5,0,Eta (B.1.525-like),2,3.0,1
2484,2021-05-18,0,1.0,1.0,0,B.1.617.1-like,1,1.0,1
2485,2021-05-18,2,2.0,0.0,0,Epsilon (B.1.427-like),3,6.0,1
2486,2021-05-18,21,1.49,1.0,1,Iota (B.1.526-like),67,100.0,45
2487,2021-05-18,0,3.5,3.0,0,Epsilon (B.1.429-like),4,14.0,4
2488,2021-05-18,2,6.1,7.5,5,Beta (B.1.351-like),10,61.0,3
2489,2021-05-18,0,21.5,21.5,2,Lambda (C.37-like),2,43.0,0
2490,2021-05-19,700,0.92,0.0,20,Alpha (B.1.1.7-like),1232,1135.0,512
2491,2021-05-19,5,0.17,0.0,0,B.1.1.318-like,6,1.0,1
2492,2021-05-19,11,5.56,2.5,7,.,50,278.0,32
2493,2021-05-19,225,0.75,0.0,0,Delta (B.1.617.2-like),385,290.0,160
2494,2021-05-19,484,0.25,0.0,0,Delta (AY.4-like),614,154.0,130
2495,2021-05-19,2,4.39,4.0,4,Beta (B.1.351-like),18,79.0,12
2496,2021-05-19,1,0.0,0.0,0,B.1.617.1-like,1,0.0,0
2497,2021-05-19,5,0.5,0.0,0,AV.1-like,6,3.0,1
2498,2021-05-19,0,1.0,1.0,0,Eta (B.1.525-like),1,1.0,1
2499,2021-05-19,27,1.22,1.0,1,Iota (B.1.526-like),65,79.0,37
2500,2021-05-19,5,1.1,0.5,0,Mu (B.1.621-like),10,11.0,5
2501,2021-05-19,20,1.42,1.0,1,Gamma (P.1-like),43,61.0,22
2502,2021-05-19,0,3.25,3.0,0,Epsilon (B.1.429-like),4,13.0,4
2503,2021-05-19,0,1.5,1.5,0,Epsilon (B.1.427-like),2,3.0,2
2504,2021-05-19,0,21.0,21.0,2,Lambda (C.37-like),2,42.0,0
2505,2021-05-20,575,1.01,0.0,13,Alpha (B.1.1.7-like),1072,1086.0,484
2506,2021-05-20,2,5.97,2.0,6,.,29,173.0,21
2507,2021-05-20,222,0.53,0.0,1,Delta (B.1.617.2-like),327,172.0,104
2508,2021-05-20,428,0.27,0.0,0,Delta (AY.4-like),539,144.0,111
2509,2021-05-20,2,1.0,1.0,0,AV.1-like,6,6.0,4
2510,2021-05-20,3,3.17,3.5,0,B.1.1.318-like,12,38.0,9
2511,2021-05-20,6,3.64,3.5,2,Beta (B.1.351-like),14,51.0,6
2512,2021-05-20,1,0.0,0.0,0,B.1.1.7-like+E484K,1,0.0,0
2513,2021-05-20,0,1.0,1.0,0,B.1.617.1-like,2,2.0,2
2514,2021-05-20,17,1.35,1.0,1,Iota (B.1.526-like),49,66.0,31
2515,2021-05-20,0,24.0,24.0,1,Lambda (C.37-like),1,24.0,0
2516,2021-05-20,2,2.8,1.0,0,Mu (B.1.621-like),5,14.0,3
2517,2021-05-20,11,1.41,1.0,1,Gamma (P.1-like),34,48.0,22
2518,2021-05-20,0,4.0,4.0,0,Eta (B.1.525-like),1,4.0,1
2519,2021-05-20,0,2.0,2.0,0,Epsilon (B.1.427-like),1,2.0,1
2520,2021-05-20,0,63.0,63.0,1,Omicron (BA.2-like),1,63.0,0
2521,2021-05-21,400,1.05,0.0,13,Alpha (B.1.1.7-like),767,803.0,354
2522,2021-05-21,18,5.02,2.0,8,.,50,251.0,24
2523,2021-05-21,333,0.26,0.0,0,Delta (AY.4-like),421,108.0,88
2524,2021-05-21,165,0.77,0.0,0,Delta (B.1.617.2-like),268,207.0,103
2525,2021-05-21,8,0.86,0.0,0,B.1.1.318-like,14,12.0,6
2526,2021-05-21,2,0.0,0.0,0,Delta (B.1.617.2-like) +K417N,2,0.0,0
2527,2021-05-21,0,6.0,6.0,0,Eta (B.1.525-like),1,6.0,1
2528,2021-05-21,3,0.0,0.0,0,B.1.1.7-like+E484K,3,0.0,0
2529,2021-05-21,4,1.0,0.0,0,B.1.617.1-like,7,7.0,3
2530,2021-05-21,13,0.77,1.0,0,Iota (B.1.526-like),30,23.0,17
2531,2021-05-21,0,4.0,4.0,0,Mu (B.1.621-like),2,8.0,2
2532,2021-05-21,6,1.83,1.0,1,Gamma (P.1-like),36,66.0,29
2533,2021-05-21,0,20.33,20.0,3,Lambda (C.37-like),3,61.0,0
2534,2021-05-21,1,2.0,2.0,0,Beta (B.1.351-like),5,10.0,4
2535,2021-05-21,0,1.0,1.0,0,Epsilon (B.1.429-like),1,1.0,1
2536,2021-05-22,339,0.79,0.0,1,Alpha (B.1.1.7-like),564,447.0,224
2537,2021-05-22,2,8.71,4.0,6,.,17,148.0,9
2538,2021-05-22,162,0.83,0.0,5,Delta (B.1.617.2-like),260,217.0,93
2539,2021-05-22,352,0.28,0.0,0,Delta (AY.4-like),458,128.0,106
2540,2021-05-22,2,0.5,0.5,0,B.1.617.1-like,4,2.0,2
2541,2021-05-22,3,0.25,0.0,0,B.1.1.318-like,4,1.0,1
2542,2021-05-22,3,0.75,0.0,0,Delta (B.1.617.2-like) +K417N,4,3.0,1
2543,2021-05-22,2,0.0,0.0,0,Eta (B.1.525-like),2,0.0,0
2544,2021-05-22,2,6.75,6.0,2,Beta (B.1.351-like),4,27.0,0
2545,2021-05-22,3,1.47,1.0,0,Gamma (P.1-like),15,22.0,12
2546,2021-05-22,3,1.17,0.5,0,Mu (B.1.621-like),6,7.0,3
2547,2021-05-22,4,1.43,1.5,0,Iota (B.1.526-like),14,20.0,10
2548,2021-05-22,0,21.0,21.0,2,Lambda (C.37-like),2,42.0,0
2549,2021-05-22,0,2.0,2.0,0,Epsilon (B.1.429-like),2,4.0,2
2550,2021-05-22,1,0.0,0.0,0,B.1.1.7-like+E484K,1,0.0,0
2551,2021-05-23,259,0.75,0.0,2,Alpha (B.1.1.7-like),450,337.0,189
2552,2021-05-23,0,7.46,3.0,4,.,13,97.0,9
2553,2021-05-23,179,0.6,0.0,2,Delta (B.1.617.2-like),282,170.0,101
2554,2021-05-23,384,0.29,0.0,0,Delta (AY.4-like),501,143.0,117
2555,2021-05-23,1,1.33,1.0,0,B.1.1.318-like,3,4.0,2
2556,2021-05-23,0,4.0,3.0,1,Beta (B.1.351-like),5,20.0,4
2557,2021-05-23,1,1.0,1.0,0,AV.1-like,3,3.0,2
2558,2021-05-23,1,2.0,2.0,0,Gamma (P.1-like),11,22.0,10
2559,2021-05-23,7,1.39,1.0,0,Iota (B.1.526-like),18,25.0,11
2560,2021-05-23,1,0.0,0.0,0,Mu (B.1.621-like),1,0.0,0
2561,2021-05-23,0,2.0,2.0,0,Epsilon (B.1.429-like),1,2.0,1
2562,2021-05-24,600,1.33,1.0,33,Alpha (B.1.1.7-like),1315,1755.0,682
2563,2021-05-24,13,8.52,3.5,15,.,42,358.0,14
2564,2021-05-24,300,0.6,0.0,4,Delta (B.1.617.2-like),433,259.0,129
2565,2021-05-24,3,0.86,1.0,0,B.1.1.7-like+E484K,7,6.0,4
2566,2021-05-24,673,0.29,0.0,0,Delta (AY.4-like),875,252.0,202
2567,2021-05-24,1,1.5,1.5,0,B.1.617.1-like,2,3.0,1
2568,2021-05-24,0,3.0,3.0,0,AV.1-like,1,3.0,1
2569,2021-05-24,1,5.75,4.0,5,Beta (B.1.351-like),12,69.0,6
2570,2021-05-24,0,1.0,1.0,0,Eta (B.1.525-like),1,1.0,1
2571,2021-05-24,3,2.0,2.0,0,B.1.1.318-like,13,26.0,10
2572,2021-05-24,12,1.32,1.0,0,Iota (B.1.526-like),31,41.0,19
2573,2021-05-24,2,1.25,0.5,0,Mu (B.1.621-like),4,5.0,2
2574,2021-05-24,19,0.89,0.0,0,Gamma (P.1-like),36,32.0,17
2575,2021-05-24,1,5.67,8.0,2,Epsilon (B.1.429-like),3,17.0,0
2576,2021-05-24,0,21.67,21.0,3,Lambda (C.37-like),3,65.0,0
2577,2021-05-25,375,0.89,0.0,4,Alpha (B.1.1.7-like),707,632.0,328
2578,2021-05-25,3,6.25,3.0,4,.,20,125.0,13
2579,2021-05-25,328,0.48,0.0,2,Delta (B.1.617.2-like),451,217.0,121
2580,2021-05-25,665,0.33,0.0,0,Delta (AY.4-like),887,291.0,222
2581,2021-05-25,8,2.29,2.0,2,Gamma (P.1-like),34,78.0,24
2582,2021-05-25,5,2.58,1.0,1,Beta (B.1.351-like),12,31.0,6
2583,2021-05-25,0,7.0,5.0,1,B.1.1.318-like,3,21.0,2
2584,2021-05-25,1,0.0,0.0,0,B.1.617.1-like,1,0.0,0
2585,2021-05-25,0,11.0,11.0,1,Eta (B.1.525-like),1,11.0,0
2586,2021-05-25,16,1.35,1.0,0,Iota (B.1.526-like),40,54.0,24
2587,2021-05-25,2,1.67,0.0,0,Mu (B.1.621-like),3,5.0,1
2588,2021-05-25,1,0.0,0.0,0,Epsilon (B.1.429-like),1,0.0,0
2589,2021-05-25,0,19.0,19.0,1,Lambda (C.37-like),1,19.0,0
2590,2021-05-25,2,3.0,0.0,1,B.1.1.7-like+E484K,3,9.0,0
2591,2021-05-25,0,1.0,1.0,0,Epsilon (B.1.427-like),2,2.0,2
2592,2021-05-26,407,0.9,0.0,7,Alpha (B.1.1.7-like),728,654.0,314
2593,2021-05-26,2,2.75,0.5,1,B.1.1.318-like,4,11.0,1
2594,2021-05-26,3,8.93,4.0,8,.,27,241.0,16
2595,2021-05-26,325,0.4,0.0,2,Delta (B.1.617.2-like),430,171.0,103
2596,2021-05-26,749,0.28,0.0,0,Delta (AY.4-like),953,268.0,204
2597,2021-05-26,5,2.41,2.0,2,Gamma (P.1-like),29,70.0,22
2598,2021-05-26,0,4.25,3.5,1,B.1.1.7-like+E484K,4,17.0,3
2599,2021-05-26,6,0.14,0.0,0,AV.1-like,7,1.0,1
2600,2021-05-26,2,2.75,1.0,1,Beta (B.1.351-like),4,11.0,1
2601,2021-05-26,8,1.74,1.0,1,Iota (B.1.526-like),23,40.0,14
2602,2021-05-26,2,0.75,0.5,0,Epsilon (B.1.429-like),4,3.0,2
2603,2021-05-26,0,3.0,3.0,0,Mu (B.1.621-like),2,6.0,2
2604,2021-05-26,0,22.0,22.0,2,Lambda (C.37-like),2,44.0,0
2605,2021-05-26,1,0.0,0.0,0,Epsilon (B.1.427-like),1,0.0,0
2606,2021-05-27,417,0.69,0.0,2,Alpha (B.1.1.7-like),689,477.0,270
2607,2021-05-27,3,11.91,11.5,11,.,22,262.0,8
2608,2021-05-27,647,0.25,0.0,0,Delta (AY.4-like),801,199.0,154
2609,2021-05-27,286,0.48,0.0,1,Delta (B.1.617.2-like),408,197.0,121
2610,2021-05-27,0,1.0,1.0,0,AV.1-like,1,1.0,1
2611,2021-05-27,0,6.5,5.5,2,Beta (B.1.351-like),6,39.0,4
2612,2021-05-27,14,1.17,0.0,0,Gamma (P.1-like),24,28.0,10
2613,2021-05-27,0,4.0,3.0,1,B.1.1.318-like,4,16.0,3
2614,2021-05-27,0,5.0,5.0,0,Eta (B.1.525-like),1,5.0,1
2615,2021-05-27,14,0.88,0.0,0,Iota (B.1.526-like),26,23.0,12
2616,2021-05-27,1,3.0,1.0,1,Mu (B.1.621-like),5,15.0,3
2617,2021-05-28,318,0.93,0.0,4,Alpha (B.1.1.7-like),576,538.0,254
2618,2021-05-28,1,8.53,4.0,6,.,15,128.0,8
2619,2021-05-28,0,3.0,3.0,0,B.1.1.318-like,3,9.0,3
2620,2021-05-28,334,0.54,0.0,3,Delta (B.1.617.2-like),469,251.0,132
2621,2021-05-28,738,0.32,0.0,0,Delta (AY.4-like),972,312.0,234
2622,2021-05-28,1,0.0,0.0,0,Delta (B.1.617.2-like) +K417N,1,0.0,0
2623,2021-05-28,0,6.0,6.0,0,Mu (B.1.621-like),2,12.0,2
2624,2021-05-28,1,0.67,1.0,0,B.1.617.1-like,3,2.0,2
2625,2021-05-28,0,7.5,7.5,1,Eta (B.1.525-like),2,15.0,1
2626,2021-05-28,1,8.44,9.0,6,Beta (B.1.351-like),9,76.0,2
2627,2021-05-28,4,1.41,1.0,0,Iota (B.1.526-like),17,24.0,13
2628,2021-05-28,6,2.27,2.0,0,Gamma (P.1-like),30,68.0,24
2629,2021-05-28,0,1.0,1.0,0,B.1.1.7-like+E484K,1,1.0,1
2630,2021-05-28,0,21.0,21.0,1,Lambda (C.37-like),1,21.0,0
2631,2021-05-29,256,0.77,0.0,6,Alpha (B.1.1.7-like),415,318.0,153
2632,2021-05-29,0,5.5,5.5,0,B.1.1.318-like,2,11.0,2
2633,2021-05-29,397,0.48,0.0,2,Delta (B.1.617.2-like),556,265.0,157
2634,2021-05-29,0,6.17,3.5,1,.,6,37.0,5
2635,2021-05-29,714,0.29,0.0,0,Delta (AY.4-like),940,273.0,226
2636,2021-05-29,1,4.5,4.5,1,B.1.1.7-like+E484K,2,9.0,0
2637,2021-05-29,0,4.88,3.5,1,Beta (B.1.351-like),8,39.0,7
2638,2021-05-29,6,1.07,1.0,0,Gamma (P.1-like),14,15.0,8
2639,2021-05-29,1,1.75,1.0,0,Iota (B.1.526-like),4,7.0,3
2640,2021-05-29,1,0.0,0.0,0,Mu (B.1.621-like),1,0.0,0
2641,2021-05-29,0,4.0,4.0,0,Epsilon (B.1.427-like),2,8.0,2
2642,2021-05-30,225,0.83,0.0,3,Alpha (B.1.1.7-like),376,311.0,148
2643,2021-05-30,353,0.45,0.0,1,Delta (B.1.617.2-like),496,224.0,142
2644,2021-05-30,0,7.82,3.0,4,.,11,86.0,7
2645,2021-05-30,747,0.32,0.0,0,Delta (AY.4-like),991,318.0,244
2646,2021-05-30,3,0.0,0.0,0,B.1.617.1-like,3,0.0,0
2647,2021-05-30,0,9.0,9.0,1,A.23.1-like,1,9.0,0
2648,2021-05-30,0,2.5,2.5,0,B.1.1.7-like+E484K,2,5.0,2
2649,2021-05-30,1,0.0,0.0,0,AV.1-like,1,0.0,0
2650,2021-05-30,2,2.13,2.0,1,Gamma (P.1-like),15,32.0,12
2651,2021-05-30,1,1.57,1.0,0,Iota (B.1.526-like),7,11.0,6
2652,2021-05-30,0,2.0,2.0,0,Mu (B.1.621-like),2,4.0,2
2653,2021-05-30,0,4.0,4.0,0,Beta (B.1.351-like),1,4.0,1
2654,2021-05-31,1416,1.07,0.0,87,Alpha (B.1.1.7-like),2639,2831.0,1136
2655,2021-05-31,18,0.24,0.0,0,B.1.1.7-like+E484K,21,5.0,3
2656,2021-05-31,354,0.55,0.0,1,Delta (B.1.617.2-like),519,287.0,164
